"DNNumber","Date","FieldDetermination","Location","Description","Latitude","Longitude"
6798,2014-05-20,"Eucalyptus dorrigoensis","Tyringham Rd at Double Creek, New South Wales.","Tree to 25 metres tall. Bark loosely rough for 2 to 8 metres, stripy, grey-brown over yellow-cream. Leaves dull and grey-green at first, maturing glossy and green. Scattered stands on slopes and in valleys, with some Eucalyptus saligna and E. campanulata. AD Seeds",-30.2525,152.601111111111
6800,2014-05-22,"Eucalyptus campanulata","Davies Creek Circuit, Lamington National Park, Queensland.","Laser height: 38.0 metres (under-crown measurement, true height potentially 5 to 10+ metres more). Crown spread: 20.0 metres average. Trunk circumference at breast height: 9.45 metres.  Scattered old trees in rainforest, some Casuarina.  Big Tree Record only + photos",-28.2208333333333,153.203888888889
6801,2014-05-22,"Eucalyptus aff. tindaliae","Surprise Rock, Davies Creek Circuit, Lamington National Park, Queensland.","Tree 8 metres tall, others 5 to 20 metres tall. Bark rough to small branches, stringy. Leaves glossy, green. Scattered on top of rocky plateau, especially around outcrops, with Eucalyptus campanulata and E. microcodon, and E. notabilis nearby. AD, BRI Seeds + photos",-28.2186111111111,153.208333333333
6803,2014-05-22,"Eucalyptus microcorys","'Bigfoot', Bellbird Lookout track, Binna Burra, Lamington National Park, Queensland.","Laser height: 47.0 metres (under-crown measurement, true height potentially 5+ metres more). Crown spread: 20.0 metres average. Trunk circumference at breast height: 8.25 metres.  Remnant tree in rainforest, also with emergent Eucalyptus saligna.  Big Tree Record only + photos",-28.1972222222222,153.190277777778
6805,2014-05-23,"Eucalyptus saligna","Bellbird lookout track, c. 200 m from lookout, Binna Burra, Queensland.","Laser height: 49.5 metres (+/- 0.5 metres). Crown spread: 18.0 metres average. Trunk circumference at breast height: 7.80 metres.  Emergent tree in rainforest.  Big Tree Record only + photos",-28.1966666666667,153.190555555556
6806,2014-05-26,"Eucalyptus chloroclada","Newell Hwy, Pilliga East State Forest, New South Wales.","Tree, most several-trunked, to 10 metres tall. Bark rough to small branches here, finely to moderately fissured, brown. Leaves dull, green. Common here on red sandy loam with Angophora floribunda and Eucalyptus rossii. AD Photos",-30.7713888888889,149.499722222222
6807,2014-05-27,"Eucalyptus leptophylla","C. 5 km west of Nymagee on Cobar Rd, New South Wales.","Mallee 5 metres tall. Bark smooth throughout, yellow-tan and brown. Leaves glossy, light green. On low, broad rise in mallee shrubland dominated by Eucalyptus dumosa and E. socialis susbp. socialis, and also with some E. intertexta, E. sideroxylon and E. viridis. AD, CANB Seeds + photos",-32.0675,146.262777777778
6808,2014-05-27,"Eucalyptus socialis subsp. socialis","Barrier Hwy between Wilcannia and Cobar, New South Wales.","Scattered clumps on red sandy loam with scattered Eucalyptus populnea subsp. bimbil and E. intertexta. Photo Specimen Only.",-31.5972222222222,144.352777777778
6809,2014-05-27,"Eucalyptus populnea subsp. bimbil","Barrier Hwy between Wilcannia and Cobar, New South Wales.","In very open woodland on red loam on plain with open Acacia shrubland understory. Photo Specimen Only.",-31.6011111111111,144.346666666667
6810,2014-08-24,"Corymbia aparrerinja","Ghost Gum Walk, Simpsons Gap, West MacDonnell National Park, Northern Territory.","Laser height: 22.5 metres. Crown spread: 27.5 metres average. Trunk circumference at breast height: 5.05 metres (primary trunk).  Big Tree Record only + photos",-23.7230555555556,133.733611111111
6811,2014-08-27,"Eucalyptus sparsa","Kata Tjuta Rd, c. halfway between Uluru and Kata Tjuta, Northern Territory.","Mallee 3 metres tall. Leaves very glossy, green. Single clump of mallees about 15 metres in diameter, on red sand of broad swale between dunes with Eucalyptus gamophylla and Allocasuarina decaisneana. Photo Specimen Only.",-25.3547222222222,130.879444444444
6812,2014-09-21,"Eucalyptus camaldulensis subsp. minima","Mambray Creek campground, c. 15 metres west of toilet block, South Australia.","Laser height: 28.0 metres. Crown spread: 25.0 metres average. Trunk circumference at breast height: 13.92 metres.  Very old tree, fragmented almost to ground level but originally one trunk.  Big Tree Record only + photos",-32.8391666666667,138.038055555556
6813,2014-09-21,"Eucalyptus camaldulensis subsp. minima","Mambray Creek campground, c. 15 metres south-west of toilet block, South Australia.","Laser height: 39.0 metres. Crown spread: 27.0 metres average. Trunk circumference at breast height: 7.58 metres. Estimated age: 150+ years.  Tall, solid-trunked tree.  Big Tree Record only + photos",-32.8394444444444,138.038333333333
6866,2015-03-26,"Eucalyptus walshii","400 metres north of Broughtons Waterhole, then 100 metres east of track, Little Desert National Park, Victoria.","Mallee to 8 metres tall. Leaves glossy, dark green. Two clumps, about 50 m apart, in Eucalyptus wimmerensis dominated vegetation, with some E. arenacea, E. leucoxylon subsp. pruinosa. Probably a hybrid or backcross involving E. wimmerensis. AD, CANB, MELB Seeds + photos",-36.5622222222222,141.338055555556
6867,2015-03-26,"Eucalyptus molynouexii","McDonald Hwy, Little Desert National Park, Victoria.","Mallee or scraggy tree to 7 metres tall. On white sand with Eucalyptus arenacea, E. incrassata and E. leptophylla. AD Seeds + photos",-36.5755555555556,141.523888888889
6913,2015-04-17,"Eucalyptus filiformis","2/3 way up south-west slope of Mt Jefcott, Victoria.","= E. viridis - E. polybractea intergrade/hybrid. One clump over 12 x 6 metre area. Burnt one year ago. No mature fruits. Photo Specimen Only",-36.3122222222222,143.146111111111
6914,2015-04-19,"Eucalyptus camaldulensis subsp. camaldulensis","Clive & Catherine's private property, Fyans Creek, Victoria.","Laser height: 38.5 metres. Crown spread: 27.5 metres average. Trunk circumference at breast height: 13.99 metres. Distance to first branch: 6.8 metres. Distance to bifurcation: 11.8 metres.  Big Tree Record only + photos",-37.0738888888889,142.551666666667
6915,2015-04-19,"Eucalyptus camaldulensis subsp. camaldulensis","Private property south of D.Nicolle 6914, Fyans Creek, Victoria.","Laser height: 44.0 metres. Crown spread: 26.5 metres average. Trunk circumference at breast height: 8.58 metres.  Big Tree Record only + photos",-37.0772222222222,142.55
6916,2015-04-26,"Eucalyptus sp. 'Southern smooth-bark'","Finey Road, south-east of Tammin, Western Australia.","Mallees to 6 metres tall. Bark smooth throughout (some rough up to 200 mm above ground level only). Leaves glossy, mid-green. More or less pure stand, growing on white sandy loam flat, with some Eucalyptus capillosa and E. loxophleba subsp. loxophleba on slightly higher ground. AD, CANB, PERTH Photos",-31.7977777777778,117.56
6917,2015-04-26,"Eucalyptus sp. 'Southern smooth-bark'","Finey Road, south-east of Tammin, Western Australia.","Juvenile and intermediate leaves from lignotuber coppice. Leaves rounded, grey, glaucous (like those of Eucalyptus horistes). More or less pure stand, growing on white sandy loam flat, with some Eucalyptus capillosa and E. loxophleba subsp. loxophleba on slightly higher ground. AD PERTH",-31.7977777777778,117.56
6918,2015-04-26,"Eucalyptus sp. Great Victoria Desert","Great Eastern Highway, south-west of Boorabbin, Western Australia.","Mallee to 5 metres tall. Bark smooth throughout. Leaves glossy, mid-green. Dominant here, growing on a slight rise of sandy loam, with some Eucalyptus pileata. PERTH",-31.0905555555556,120.759166666667
6919,2015-04-26,"Eucalyptus sp. Great Victoria Desert","Great Eastern Highway, south-west of Boorabbin, Western Australia.","Juveniles from lignotuber coppice. Leaves elliptical, dull, green-green, slightly waxy. Dominant here, growing on a slight rise of sandy loam, with some Eucalyptus pileata. PERTH",-31.0905555555556,120.759166666667
6920,2015-04-26,"Eucalyptus educta?","Jaudi Hills, Western Australia.","Scraggy mallee to 4 metres tall (this one 2 metres tall). Bark minniritchi throughout. Leaves dull, greyish. Branchlets and buds waxy. Dozens of scattered mallees growing in dense Acacia shrubland with lots of Eucalyptus ewartiana on low hills of stony red loam. AD PERTH Photos",-30.6908333333333,120.915555555556
6921,2015-04-26,"Eucalyptus educta?","Jaudi Hills, Western Australia.","Spreading mallee to 3 metres tall. Bark minniritchi. Fruits more or less variable in size and mostly smooth. All buds in threes. Hundreds growing here, scattered on red stony hills in Acacia scrub with some Eucalyptus longissima. PERTH Seed",-30.6658333333333,120.929722222222
6922,2015-04-27,"Eucalyptus cylindrocarpa","Just east of Coolgardie North Road near Rowles Lagoon (just south of Credo turn-off), Western Australia.","Mallee to 5 metres tall. Bark variable, smooth throughout or rough for 1 metre. Leaves glossy, light green. Branchlets glaucous on some, but variable. Co-dominant with Eucalyptus yilgarnensis (some E. salmonophloia), growing on low flat of red clay-loam. PERTH",-30.4552777777778,120.836944444444
6923,2015-04-27,"Eucalyptus celastroides subsp. celastroides","Coolgardie North Road, Western Australia.","In very open woodland with Eucalyptus salubris, E. salmonophloia and E. transcontinentalis. Photo specimen only.",-30.3591666666667,120.722222222222
6924,2015-04-27,"Eucalyptus ravida","Coolgardie North Road, Western Australia.","Common here, growing on very low rolling hills in stony red loam with Eucalyptus celastroides, E. clelandii, E salmonophloia and E. transcontinentalis. Photo specimen only.",-30.2188888888889,120.640277777778
6925,2015-04-27,"Eucalyptus orbifolia","Granite outcrop, west-south-west of Mussons Soak, Western Australia.","Mallee to 3.5 metres tall. Bark minniritchi. All parts waxy. Leaves dull, purple-grey-green. A dozen plants growing on edge of low granite outcrop but very high in larger-scale landscape. With some Eucalyptus loxophleba subsp. lissophloia (E. comitae-vallis and E. oleosa nearby). PERTH Photos",-30.1555555555556,120.458888888889
6926,2015-04-27,"Eucalyptus yilgarnensis","Callion to Mussons Soak track, Western Australia.","Robust tree-mallees to 7 metres tall. Branchlets variably glaucous. Growing on red loam with Eucalyptus comitae-vallis and E. rigidula. PERTH Seed Photos",-30.1394444444444,120.503611111111
6927,2015-04-27,"Eucalyptus transontinentalis","Callion to Mussons Soak track, Western Australia.","Tree to 15 metres tall.  Growing on red loam on plain in open woodland with Eucalyptus longissima and E. horistes (bark rough up to 0.8 metres from base). Photo specimen only.",-30.1344444444444,120.521111111111
6928,2015-04-27,"Eucalyptus educta?","200 metres north of below coordinates. West of Callion on track to Mussons Soak, Western Australia.","Mallee to 3.5 metres tall. Bark minniritchi. Flowers pale creamy yellow. All parts glaucous. More than 100 plants scattered in mulga scrub on low stony rise of red loam. AD PERTH",-30.1252777777778,120.558611111111
6929,2015-04-27,"Eucalyptus educta?","200 metres north of below coordinates. West of Callion on track to Mussons Soak, Western Australia.","Mallee to 3.5 metres tall. Bark minniritchi. Flowers pale creamy yellow. All parts glaucous. Quite variable in fruit size and ribbing (smooth to noticeably ribbed). More than 100 plants scattered in mulga scrub on low stony rise of red loam. AD PERTH Photos",-30.1252777777778,120.558611111111
6930,2015-04-27,"Eucalyptus kochii subsp. amaryssia","Davyhurst Road, Western Australia.","On red gravelly sand on level country, growing with Eucalyptus concinna and Acacia shrubs. Photo specimen only.",-29.9063888888889,120.681944444444
6931,2015-04-27,"Eucalyptus sp. Mulga Rock","Pianto Road, Goongarrie National Park, Western Australia.","Mallee to 7 metres tall. Bark variable, smooth throughout or rough to 1.5 metres. Leaves glossy, light green.  First seen from west, growing on plain of red sand in Acacia shrubland with some Eucalyptus longissima. AD PERTH Seed",-29.9147222222222,121.545277777778
6932,2015-04-27,"Eucalyptus sp. Mulga Rock","Pianto Road, Goongarrie National Park, Western Australia.","Coppice from stem at 1 metre. Coppice leaves narrow, grey-green, waxy. Growing on plain of red sand in Acacia shrubland with some Eucalyptus longissima. PERTH",-29.9147222222222,121.545277777778
6933,2015-04-27,"Eucalyptus loxophleba subsp. lissophloia","Pianto Road, Goongarrie National Park, Western Australia.","Robust tree-mallee to 7 metres tall. Bark smooth throughout, glossy, greenish-red. Branchlets waxy. A few plants, growing on red sand plain with Eucalyptus sp. Mulga Rock dominant, and some E. comitae-vallis and E. longissima. PERTH",-29.9163888888889,121.644722222222
6934,2015-04-27,"Eucalyptus petraea","Yarri Road, north of Pianto Road, Western Australia.","Mallee 5 metres tall. Bark rough for 2 metres. Leaves maturing glossy green. A few large clumps growing in mulga scrub on edge of granite outcrops. PERTH",-29.8316666666667,121.949166666667
6935,2015-04-28,"Eucalyptus exigua","Just north of Lords Bore, near Kirgella Rocks, Western Australia.","Mallee 5 metres tall. Bark rough for 1.2 metres, flaky-fibrous. Leaves glossy, mid-green. Growing on red loam on flat in mulga shrubland with Eucalyptus longissima, E. concinna and E. rigidula. PERTH",-30.0511111111111,122.875
6936,2015-04-28,"Eucalyptus hypolaena","Nippon Highway, east of Kirgella Rocks, Western Australia.","Mallee to 8 metres tall. Bark rough for 1-2 metres, grey. Branchlets waxy. Leaves dull, blue-green. Co-dominant with Eucalyptus platycorys on high, very broad rise of red sand. Eucalyptus youngiana, E. concinna and E. rigidula nearby on slightly lower sites. PERTH Photos",-30.0611111111111,122.883611111111
6937,2015-04-28,"Eucalyptus platycorys","Nippon Highway, east of Kirgella Rocks, Western Australia.","Mallee to 6 metres tall. Bark rough for 1-2 metres. Leaves glossy, dark green, thick. Co-dominant with Eucalyptus hypolaena on high, very broad rise of red sand. Eucalyptus youngiana, E. concinna and E. rigidula nearby on slightly lower sites. PERTH Photos",-30.0611111111111,122.883611111111
6938,2015-04-28,"Eucalyptus salmonophloia","East side of Ponton Creek on new mining road, Western Australia.","Tree to 20 metres tall. Bark smooth throughout. Leaves glossy, light green.  Scattered trees here, growing on low broad flat with some Eucalyptus gracilis and E. cylindrocarpa. PERTH",-30.0627777777778,123.000555555556
6939,2015-04-28,"Eucalyptus rosacea","New mining road, between Mulga Rockhole and Ponton Creek, Western Australia.","Whipstick mallee to 2.5 metres tall. Bark smooth throughout. Leaves dull, slightly blue-green. Fruit size variable, this among smallest. First seen of this species when coming from the west. Growing on red sand plain with Eucalyptus youngiana, E. rigidula, E. gongylocarpa (first seen from west) and E. sp. Queen Victoria Spring (first seen from west). PERTH",-30.0616666666667,123.053055555556
6940,2015-04-28,"Eucalyptus pimpiniana","New mining road, between Mulga Rockhole and Ponton Creek, Western Australia.","Mallee, spreading, to 1.5 metres tall. Bark smooth throughout. Leaves dull, blue-grey. Flowers yellow. First seen of this species when coming from the west. Common here, growing on slightly undulating plain of red sand over limestone, with Eucalyptus hypolaena, E. mannensis subsp. mannensis and E. platycorys. PERTH Photos",-30.0588888888889,123.073055555556
6941,2015-04-28,"Eucalyptus mannensis subsp. mannensis","New mining road, between Mulga Rockhole and Ponton Creek, Western Australia.","Mallee to 5 metres tall. Bark rough for ca. 1 metre. Leaves very glossy, dark green. First seen of this species when coming from the west. Common here, growing on slightly undulating plain of red sand over limestone, with Eucalyptus hypolaena, E. pimpiniana and E. platycorys. PERTH Seed",-30.0588888888889,123.073055555556
6942,2015-04-28,"Eucalyptus gypsophila","New mining road, just east of Mulga Rockhole track, Western Australia.","Mallee 6 metres tall (regrowth from fire). Leaves dull, blue-green. Buds and fruits glaucous.  Growing on red sand, undulating, with Eucalyptus ebbanoensis subsp. glauciramula, E. platycorys, E. sp. Mulga Rock, E. pimpiniana and E. hypolaena. PERTH Photos",-30.0469444444444,123.121944444444
6943,2015-04-28,"Eucalyptus sp. Queen Victoria Spring","New mining road, north-east of Mulga Rockhole, Western Australia.","Mallee to 4 metres tall (regrowth from fire). Leaves glossy, green. All fruits sessile.  Common here, growing on high, very broad rise, in pale orange sand with Eucalyptus gongylocarpa, E. youngiana, E. mannensis subsp. mannensis and E. sp. Mulga Rock. AD CANB PERTH Seed Photos",-29.9833333333333,123.241388888889
6944,2015-04-28,"Eucalyptus sp. Great Victoria Desert - E. horistes intergrade?","PNC Baseline Road, Western Australia.","Mallee 4 metres tall, burnt. Bark looks like it would have been smooth. Juveniles from lignotuber, rounded to ovate, well spaced, glaucous. Growing on red sand between complex dunes with Eucalyptus gongylocarpa and E. youngiana. PERTH Photos",-29.995,123.801388888889
6945,2015-04-28,"Eucalyptus sp. Great Victoria Desert?","PNC Baseline Road, Western Australia.","Mallee 3.5 metres tall. Bark smooth but ribbony, bronze-tan. Leaves glossy, green. Growing on red sand in undulating dunes with Eucalyptus gongylocarpa, E. youngiana and E. mannensis subsp. mannensis. PERTH Seed Photos",-30.0627777777778,123.951388888889
6946,2015-04-28,"Eucalyptus sp. Queen Victoria Spring","PNC Baseline Road, Western Australia.","Mallee to 6 metres tall.  Growing on very slightly undulating pale orange sand with Eucalyptus mannensis subsp. mannensis, E. sp. Great Victoria Desert, E. youngiana, E. gongylocarpa and Callitris, with a Triodia understory. Photo specimen only",-30.0877777777778,124.000555555556
6947,2015-04-28,"Eucalyptus websteriana subsp. websteriana","PNC Baseline Road, Western Australia.","Long-unburnt mallees to 4.5 metres tall. Bark mostly minniritchi, but thick and layered on lower stems. Leaves dull, blue-green, some glaucous. Fruit size variable. About 100 plants, growing  in dense mulga shrubland on a flat of hard red loam (shallow soil over outcropping stone). AD PERTH Seed Photos",-30.1452777777778,124.114166666667
6948,2015-04-28,"Eucalyptus websteriana subsp. websteriana","PNC Baseline Road, Western Australia.","Whipstick mallee 2 metres tall. Bark minniritchi. Branchlets and fruits glaucous. Leaves dull, slightly blue-green. Growing on flat of red loam over some outcropping limestone, with Eucalyptus trivalva and E. concinna dominant (and some E. youngiana). PERTH Photos",-30.1819444444444,124.186388888889
6949,2015-04-28,"Eucalyptus sp. Kitchener","PNC Baseline Road, Western Australia.","Burnt mallees 3 metres tall. Regrowth to 1 metre tall, dull, greyish, slightly waxy.  Growing in red sand on very slight rise with Eucalyptus platycorys and E. gongylocarpa. AD PERTH",-30.2425,124.306388888889
6950,2015-04-28,"Eucalyptus pimpiniana","PNC Baseline Road, Western Australia.","Sprawling mallee 1.5 metres tall. Leaves dull, blue-grey. Only one old plant seen here, growing on red sand plain with Eucalyptus platycorys, E. sp. Cable Haul Road and E. sp. Kitchener. PERTH",-30.2447222222222,124.310555555556
6951,2015-04-28,"Eucalyptus sp. Kitchener","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Mallee to 5 metres tall. Bark rough for 1 metre, tightly held, grey, smooth above. Leaves glossy, green. Growing on red sand on slight rise in mallee with Eucalyptus sp. Cable Haul Road and E. platycorys. AD PERTH Seed Photos",-30.2991666666667,124.3925
6952,2015-04-28,"Eucalyptus sp. Kitchener","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Juveniles big, more or less rounded to ovate, dull, blue-green, not or slightly waxy. Growing on red sand on slight rise in mallee with Eucalyptus sp. Cable Haul Road and E. platycorys. AD PERTH",-30.2991666666667,124.3925
6953,2015-04-28,"Eucalyptus sp. Cable Haul Road","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Robust mallee to 7 metres tall. Bark rough for 1-2 metres, tightly held, smooth cream over grey above. Leaves moderately glossy, dark green. No parts glaucous. Flowers cream. Growing on red sand on slight rise in mallee with Eucalyptus sp. Kitchener and E. platycorys. AD PERTH Seed",-30.2991666666667,124.3925
6954,2015-04-28,"Eucalyptus rosacea","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Mallee to 2 metres tall. Bark smooth throughout. Leaves dull, pale green. Scattered in low area between rises in low shrubland on red loam with some Eucalyptus concinna, E. rigidula and E. youngiana. PERTH",-30.3338888888889,124.3925
6955,2015-04-29,"Eucalyptus rigidula","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Mallee 6 metres tall. Bark ribbony-rough on lower stems, smooth pale tan and cream and ribbony above. Leaves glossy, green, completely lacking oil glands. Growing on red sandy-loam plain over limestone in open mallee with Eucalyptus concinna and E. sp. Cable Haul Road. PERTH Seed Photos",-30.3961111111111,124.392222222222
6956,2015-04-29,"Eucalyptus sp. Cable Haul Road","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Robust mallee to 8 metres tall. Bark rough for 1-2 metres, smooth above. Leaves glossy, green, no parts waxy.  Growing on red sandy-loam plain over limestone in open mallee with Eucalyptus concinna and E rigidula. (This always with green leaves, but dull to glossy.) AD CANB PERTH Seed Photos",-30.3961111111111,124.392222222222
6957,2015-04-29,"Eucalyptus cylindrocarpa","Cable Haul Road, south of PNC Baseline Road, Western Australia.","Mallee to 3 metres tall. Bark smooth throughout, coppery-grey. Leaves glossy green. Growing on plain of red sand with Eucalyptus concinna, E. gypsophila, E. sp. Kitchener and E. sp. Cable Haul Road (non-waxy green). PERTH",-30.4097222222222,124.392222222222
6958,2015-04-29,"Eucalyptus sp. Kitchener (proposed type)","Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.","Mallee to 4 metres tall. Bark mostly smooth, some rough to 0.5 metres. Leaves very glossy, green.  Common here on slightly undulating red sand with Eucalyptus gongylocarpa, E. sp. Cable Haul Road, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. AD CANB PERTH (proposed type) Photos of several plants",-30.5925,124.357777777778
6959,2015-04-29,"Eucalyptus sp. Kitchener (proposed type)","Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.","Coppice from same tree as D.Nicolle 6958. From stem at 1 metre. Leaves large, well spaced, elliptical to ovate, dull, grey-green, slightly waxy. Common here on slightly undulating red sand, growing with Eucalyptus gongylocarpa, E. sp. Cable Haul Road, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. AD PERTH",-30.5925,124.357777777778
6960,2015-04-29,"Eucalyptus gongylocarpa","Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.","Tree to 9 metres tall. Bark more or less smooth throughout, dull tan/white. A small area of trees (and last seen going south) growing on slightly undulating red sand with Eucalyptus sp. Kitchener, E. sp. Cable Haul Road, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos",-30.5925,124.357777777778
6961,2015-04-29,"Eucalyptus sp. Cable Haul Road","Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.","Erect-stemmed mallee to 6 metres tall. Bark rough for 1-2 metres, dark grey (like Eucalytpus hypolaena), smooth above. Leaves variable in gloss from plant to plant, dull to quite glossy, mostly green but some new growth lightly blue-green. No parts glaucous. Common here on slightly undulating red sand with Eucalyptus sp. Kitchener, E. gongylocarpa, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos of several plants.",-30.5925,124.357777777778
6962,2015-04-29,"Eucalyptus salmonophloia","Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.","Trees to 25 metres tall.  First seen of species when coming from the north, forming an open low forest on red clay-loam in more or less pure stand with Eucalyptus cylindrocarpa. Photo specimen only.",-30.7508333333333,124.279444444444
6963,2015-04-29,"Eucalyptus oleosa subsp. ?oleosa","East side of Lake Boonderoo, south-east of Kitchener, Western Australia.","Large, old mallees and tree-like, to 9 metres tall. Bark rough for a few metres, then smooth. Leaves glossy, green. Pure stand growing on massive kopi escarpment, with Eucalyptus melanoxylon and E. gracilis nearby, also on kopi, but not the scarp. PERTH",-31.175,124.381944444444
6964,2015-04-29,"Eucalyptus salubris","Emu Point Tank to Pioneer Tank track, Western Australia.","Tree 12 metres tall. Bark smooth throughout, shiny, orange-bronze. Leaves glossy, green. Lone tree, growing on pale red clay-loam in open Acacia papyrocarpa woodland with Maireana sedifolia. PERTH Photos",-31.8091666666667,124.175
6965,2014-04-29,"Eucalyptus melanoxylon","Pioneer Tank to Newman Rock track, Western Australia.","Tree to 17 metres tall. Bark rough on lower to mid-trunk. Leaves glossy, green. Growing on very low hills of gravely (limestone) powdery pale brown loam in open woodland. Photo specimen only.",-31.815,123.846388888889
6966,2015-04-29,"Eucalyptus indurata","10.1 km from Pioneer Tank on track to Newman Rock, Western Australia.","Large mallee to 7 metres tall. Bark rough on lower stems, coarsly fissured, grey. Leaves slightly glossy, dark, slightly blue-green. First seen of this species when coming from the east. Growing on very slight rise of pale brown powdery loam with Eucalyptus gracilis, E. oleosa subsp. oleosa and E. salubris. PERTH",-31.8113888888889,123.748333333333
6967,2015-04-29,"Eucalyptus urna","10.9 km from Pioneer Tank on track to Newman Rock, Western Australia.","Regrowth mallets from fire, 4 metres tall.  First seen of this species when coming from the east. Growing on pale grey limestoney gravel soil, mostly pure stand with Eucalyptus gracilis. PERTH",-31.8127777777778,123.740833333333
6968,2015-04-29,"Eucalyptus optima","Ca. 12 km from Pioneer Tank on track to Newman Rock, Western Australia.","Tree (mallet) to 16 metres tall. Bark smooth throughout, white/tan. Leaves dull, dark blue-green. Branchlets, bud and fruits waxy. First seen of this species when coming from east. Growing on pale brown powdery loam with Eucalyptus oleosa subsp. oleosa. PERTH (Photos nearby)",-31.8163888888889,123.731111111111
6969,2015-04-30,"Eucalyptus sp. North Balladonia","Ca. 12 km from Pioneer Tank on track to Newman Rock, Western Australia.","Robust mallees and tree-like, to 8 metres tall. Bark smooth throughout, very ribbony. Leaves dull, blue-green maturing green. Branchlets slightly waxy. Growing on pale red powdery loam in Eucalyptus optima open woodland. PERTH Photos",-31.8169444444444,123.727777777778
6970,2015-04-30,"Eucalyptus flocktoniae subsp. hebes","Ca. 15 km from Pioneer Tank on track to Newman Rock, Western Australia.","Mallee 4 metres tall (regrowth following fire). Bark smooth throughout. Leaves dull, maturing slightly glossy, blue-green. First seen of this species coming from the east. Growing with Eucalyptus oleosa subsp. oleosa on pale red loam. PERTH Photos",-31.8238888888889,123.704444444444
6971,2015-04-30,"Eucalyptus cyclostoma","Ca. 15 km from Pioneer Tank on track to Newman Rock, Western Australia.","Mallee 3 metres tall. Bark smooth throughout. Leaves dull, blue-green, maturing slightly glossy. First seen of this species coming from the east. Growing on reddish loam on flat with Eucalyptus oleosa subsp. oleosa, E. flocktoniae subsp. hebes, E. eremophila and E. gracilis. PERTH",-31.8255555555556,123.7
6972,2015-04-30,"Eucalyptus prolixa","Ca. 21 km from Pioneer Tank on track to Newman Rock, Western Australia.","Mallet 8 metres tall. Bark smooth throughout, grey and orange. First seen of this species coming from the east. A few plants,grrowing on orange clay in open Eucalyptus salubris woodland. PERTH",-31.8052777777778,123.647222222222
6973,2015-04-30,"Eucalyptus sp. Fraser Range","Eyre Highway, between Balladonia and Fraser Range, Western Australia.","Mallee to 4 metres tall. Bark smooth throughout.  Common here, growing on high broad rise in mallee shrubland, on stony red loam with Eucalyptus effusa subsp. effusa, E. oleosa subsp. oleosa, E. spreta, E. sp. Kitchener, E. grossa, E. histophylla and E. terebra. PERTH",-32.2097222222222,123.3425
6974,2015-04-30,"Eucalyptus sp. Kitchener","Eyre Highway, between Balladonia and Fraser Range, Western Australia.","Mallee to 5 metres tall. Bark rough for 0.8 metres. Leaves glossy, green, broader than D.Nicolle 6973. A few plants here (not common), growing on high broad rise in mallee shrubland, on stony red loam with Eucalyptus effusa subsp. effusa, E. oleosa subsp. oleosa, E. spreta, E. sp. Fraser Range, E. grossa, E. histophylla and E. terebra. PERTH Photos",-32.2097222222222,123.3425
6975,2015-04-30,"Eucalyptus sp. Kitchener","Eyre Highway, between Balladonia and Fraser Range, Western Australia.","Juvenile leaves from suppressed seedling. Leaves well-spaced, dull, grey-green, slightly glaucous. Growing on high broad rise in mallee shrubland, on stony red loam with Eucalyptus effusa subsp. effusa, E. oleosa subsp. oleosa, E. spreta, E. sp. Fraser Range, E. grossa, E. histophylla and E. terebra. PERTH",-32.2097222222222,123.3425
6976,2015-04-30,"Eucalyptus sp. Fraser Range","New mining access track in area north of Newman Rock, Western Australia.","Mallee 3 metres tall. Bark smooth throughout. Leaves glossy, green. Co-dominant with Eucalyptus websteriana here, growing on red loam on outcropping granite, with some E. gracilis and E. planipes. PERTH Photos",-31.9941666666667,123.148333333333
6977,2015-04-30,"Eucalyptus planipes","New mining access track in area north of Newman Rock, Western Australia.","Mallee to 4 metres tall. Bark smooth thoughout. Leaves very glossy, light green. Growing on fringe of granite rocky low hill with Eucalyptus gracilis and E. sp. Fraser Range. PERTH",-31.9941666666667,123.148333333333
6978,2015-04-30,"Eucalyptus calycogona subsp. calycogona","New mining access track in area north of Newman Rock, Western Australia.","Mallee, whipstick, to 3 metres tall. Bark smooth throughout, pale brown and grey. Leaves glossy dark green. Dominant here, growing on high broad hill of shallow red clay-loam, with Eucalyptus effusa subsp. effusa, E. spreta, E. eremophila and E. planipes. (Eucalyptus prolixa nearby on lower ground in deeper soils.) PERTH Photos",-31.9888888888889,123.1625
